Column1,Degree Centrality,Closeness Centrality,Betweeness Centrality,Pagerank Centrality
adenocarcinoma of liver and intrahepatic biliary tract,1.623763128,0.499106775,0,0.00021233
perceptual disorders,1.623152709,0.499106775,0,0.000211912
bronchial disease,1.619904238,0.498901099,0,0.000198589
asthma,1.619784969,0.498901099,0,0.000197909
rheumatic disease,1.618057463,0.499381273,0,0.000213089
Rare genetic cardiac disease,1.616456924,0.499243986,0,0.00024761
genetic endocrine growth disease,1.613275673,0.498901099,0,0.000216002
rare endocrine growth disease,1.61152276,0.498901099,0,0.000206006
B-cell neoplasm,1.607986088,0.499106775,0,0.0001978
oral cavity cancer,1.604800719,0.498764076,0,0.000172275
mouth neoplasm,1.604800719,0.498764076,0,0.000172275
auditory system disease,1.60099339,0.499038197,0,0.000227641
hearing loss,1.600454499,0.499038197,0,0.000225999
hearing disorder,1.599929471,0.499038197,0,0.000223005
inherited auditory system disease,1.597056841,0.498969639,0,0.000318983
FEV/FEC ratio,1.596452637,0.499106775,0,0.000220533
injury,1.590132948,0.499449945,0,0.000204759
myocardial disorder,1.589099263,0.498901099,0,0.000201254
Non-dystrophic myopathy,1.583128158,0.498969639,0,0.000211745
benign neoplasm,1.580767278,0.499381273,0,0.00019946
female infertility,1.575667536,0.498832578,0,0.000197824
osteochondrodysplasia,1.571201297,0.498764076,0,0.00022586
neoplasm of mature B-cells,1.560000191,0.498969639,0,0.000189445
substance-related disorder,1.556592986,0.499106775,0,0.000200869
Rare genetic deafness,1.555064779,0.498969639,0,0.000219629
synucleinopathy,1.553803663,0.498832578,0,0.000197088
Parkinson's disease,1.553511038,0.498832578,0,0.000197054
Syndromic genetic deafness,1.552207988,0.498969639,0,0.000203339
Rare genetic female infertility,1.543714145,0.498764076,0,0.000194431
Genetic macular dystrophy,1.540422852,0.498832578,0,0.000232449
Motor stereotypies,1.537558315,0.498764076,0,0.000184221
Monogenic disease with epilepsy,1.537136225,0.498764076,0,0.000181814
Pituitary deficiency,1.537084395,0.498832578,0,0.00030062
Unclassified primitive or secondary maculopathy,1.536553852,0.498832578,0,0.000231908
substance dependence,1.534953894,0.499038197,0,0.000191764
inflammation,1.533384877,0.499518636,0,0.000199958
rare disease with odontological manifestation,1.533000825,0.498627128,0,0.000192652
B-cell non-Hodgkins lymphoma,1.530404825,0.499106775,0,0.000198209
epithelial tumor of colon,1.52574856,0.499038197,0,0.000190493
Non-acquired pituitary hormone deficiency,1.523480559,0.498832578,0,0.000223051
fibrosis,1.522913844,0.499243986,0,0.000205411
erythrocyte measurement,1.522753543,0.499724821,0,0.000206503
mixed neoplasm,1.522260625,0.498627128,0,0.000164699
malignant colon neoplasm,1.522235325,0.498969639,0,0.00028662
Malignant Mixed Neoplasm,1.522096772,0.498627128,0,0.00016878
erythrocyte indices,1.521519757,0.499724821,0,0.000199468
rare hypothalamic or pituitary disease,1.519587333,0.498832578,0,0.000200851
Malignant Pancreatic Neoplasm,1.518491589,0.498969639,0,0.00017838
Syndromic developmental defect of the eye,1.518178419,0.499175371,0,0.000205691
Rare genetic hypothalamic or pituitary disease,1.517815734,0.498832578,0,0.000190749
lymphoblastic leukemia,1.508833133,0.499038197,0,0.000175269
abnormality of metabolism/homeostasis,1.508789998,0.49931262,0,0.000220998
lymphoid leukemia,1.508573227,0.499038197,0,0.000173787
colon carcinoma,1.504708996,0.498969639,0,0.000186684
X-linked syndromic intellectual disability,1.50390283,0.498764076,0,0.000182719
mental process,1.500813539,0.499587345,0,0.000227743
uterine cancer,1.498324214,0.498969639,0,0.000178801
cognition,1.496486687,0.499587345,0,0.000220463
drug dependence,1.49579341,0.498969639,0,0.000195026
drug-induced mental disorder,1.495538749,0.498969639,0,0.000193574
pancreatic carcinoma,1.493232293,0.498969639,0,0.000166549
eosinophil count,1.492887035,0.499038197,0,0.000192239
myocardial infarction,1.486895146,0.498764076,0,0.000184407
Fish-eye disease,1.485445442,0.498695592,0,0.000218603
Combined T and B cell immunodeficiency,1.481196661,0.498764076,0.001512024,0.000184683
Persistent combined dystonia,1.477779689,0.498558682,0,0.000182509
uterine carcinoma,1.477220884,0.498969639,0,0.000179
fat body mass,1.476809493,0.499243986,0,0.00017801
Genetic urogenital tract malformation,1.467891436,0.498764076,0,0.000293552
pancreatic exocrine neoplasm,1.458182047,0.498832578,0,0.000178842
malignant exocrine pancreas neoplasm,1.45618255,0.498832578,0,0.000167441
Primary bone dysplasia with defective bone mineralization,1.455483941,0.498695592,0,0.000189802
Epilepsy syndrome,1.452406991,0.498695592,0,0.000290422
abnormality of blood and blood-forming tissues,1.444011968,0.499106775,0,0.000188098
spinal cord disease,1.437150863,0.498764076,0,0.000177325
anterior horn disease,1.436694768,0.498764076,0,0.000174725
attention deficit hyperactivity disorder,1.43504504,0.498695592,0,0.000176926
lean body mass,1.421652024,0.499243986,0,0.000195058
squamous cell lung carcinoma,1.417853625,0.498764076,0,0.000183956
self reported educational attainment,1.417817066,0.499587345,0,0.000187947
drinking behavior,1.415467134,0.498969639,0,0.000193478
alcohol drinking,1.411946556,0.498969639,0,0.000173403
Anomaly of puberty or/and menstrual cycle of genetic origin,1.400509235,0.498832578,0,0.000284312
familial hemolytic anemia,1.399406991,0.498627128,0,0.000316345
Genetic subcutaneous tissue disorder,1.398627221,0.498764076,0,0.00039739
subcutaneous tissue disease,1.386963715,0.498832578,0,0.000185431
cardiac arrhythmia,1.384773716,0.498764076,0,0.000166546
normocytic anemia,1.383418769,0.498627128,0,0.00020335
endometrial disease,1.383027507,0.499038197,0,0.000180287
anomaly of puberty or/and menstrual cycle,1.382379618,0.498832578,0,0.000180936
Rare constitutional hemolytic anemia,1.380872003,0.498627128,0,0.000210657
Familial LCAT deficiency,1.380445442,0.498627128,0,0.000208225
hypolipoproteinemia (disease),1.379580132,0.498627128,0,0.000203291
Rare genetic hepatic disease,1.376676396,0.498901099,0,0.000294447
chronic lymphocytic leukemia,1.373202133,0.498901099,0,0.000168481
Disorder of purine or pyrimidine metabolism,1.366652215,0.498901099,0,0.000181461
Genetic lipodystrophy,1.366207778,0.498764076,0,0.000212533
Congenital hypogonadotropic hypogonadism,1.366196994,0.498695592,0,0.000379178
hypogonadism,1.364399378,0.498764076,0,0.00017417
digestive system infectious disease,1.364178967,0.499175371,0,0.000378757
gallbladder disease,1.364024642,0.498832578,0,0.000180379
Abnormality of the digestive system,1.363780395,0.499106775,0,0.000168331
lipodystrophy,1.361395209,0.498764076,0,0.000185092
Primary lipodystrophy,1.360306411,0.498764076,0,0.000178883
Genetic motor neuron disease,1.353523258,0.498695592,0,0.000210028
chronic leukemia,1.352122841,0.498832578,0,0.000171975
indolent B-cell non-Hodgkin lymphoma,1.351022877,0.498832578,0,0.000163821
cerebellar ataxia,1.34910362,0.498832578,0,0.000182393
Genetic syndrome with a cerebellar malformation as major feature,1.348094961,0.498832578,0,0.000176641
viral sexually transmitted disease,1.345078602,0.498832578,0,0.000152834
sexually transmitted disease,1.345078602,0.498832578,0,0.000152834
HIV infection,1.344077265,0.498832578,0,0.000152406
Lentivirus Infections,1.343042659,0.498832578,0,0.000155219
endometrium neoplasm,1.331136345,0.498969639,0,0.000159033
cervix disease,1.328646688,0.498695592,0,0.000167221
Ataxia with dementia,1.328583751,0.498764076,0,0.000201918
hypogonadotropic hypogonadism,1.328315709,0.498695592,0,0.000163177
Spinocerebellar ataxia with oculomotor anomaly,1.32782257,0.498764076,0,0.000197578
colon adenocarcinoma,1.325846688,0.498764076,0,0.000160595
endometrial neoplasm,1.325417473,0.498969639,0,0.000158377
Nervous system anomaly with eye involvement,1.325195525,0.498764076,0,0.000182598
mathematical ability,1.324720598,0.499518636,0,0.000205341
hyperplasia,1.324056863,0.499106775,0,0.000167296
arthritis,1.323565243,0.49931262,1.52E-08,0.000178434
Rare hereditary ataxia,1.323157315,0.498764076,0,0.000170976
hereditary ataxia,1.323012624,0.498764076,0,0.000170151
joint disease,1.32267313,0.49931262,1.52E-08,0.00017169
atrial fibrillation,1.322580416,0.498627128,0,0.000167885
cerebellar degeneration,1.321865503,0.498764076,0,0.00016361
bone inflammation disease,1.321127831,0.49931262,1.52E-08,0.000164535
renal system measurement,1.320076771,0.499106775,0.000544103,0.000150358
Metabolic myopathy,1.319651458,0.498901099,0,0.000211705
cocaine dependence,1.31822989,0.498558682,0,0.000163925
endometrial cancer,1.310293395,0.498969639,0,0.000167997
Rare disorder with hypogonadotropic hypogonadism,1.310112704,0.498695592,0,0.000161383
Non-syndromic developmental defect of the eye,1.307311365,0.498627128,0,0.000173387
multiple congenital anomalies/dysmorphic syndrome without intellectual disability,1.307292484,0.499038197,0,0.000174245
Genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,1.307040237,0.499038197,0,0.000172806
miscellaneous movement disorder due to neurodegenerative disease,1.305799279,0.498695592,0,0.000160416
abnormality of the skin,1.302478457,0.498832578,0,0.000160988
abnormality of the integument,1.302080506,0.498832578,0,0.000158719
upper respiratory tract disease,1.298610406,0.49931262,0,0.000276312
disease of bone structure,1.298347368,0.499038197,0,0.000155403
scoliosis,1.298266633,0.499038197,0,0.000154943
cholelithiasis,1.298008971,0.498764076,0,0.000159402
Constitutional symptom,1.294434651,0.498969639,0,0.000158688
sarcoma,1.294115635,0.499175371,0,0.000164912
Rare metabolic liver disease,1.293213241,0.498832578,0,0.000174988
Non-syndromic congenital cataract,1.292548178,0.498558682,0,0.00017666
bile duct disease,1.29181413,0.498969639,0,0.000166728
glomerular filtration rate,1.291501487,0.499038197,0,0.000162342
Rare non-syndromic cataract,1.291369257,0.498558682,0,0.000169937
breast adenocarcinoma,1.287971863,0.498901099,0,0.000157414
bacterial disease,1.287656211,0.498969639,0,0.000162728
Severe combined immunodeficiency,1.287118745,0.498627128,0,0.000279185
amyotrophic lateral sclerosis,1.285715688,0.498832578,0,0.000162158
endometrial carcinoma,1.285620029,0.498969639,0,0.000157229
pain,1.277240486,0.498969639,0,0.000163342
Abnormality of the abdominal organs,1.275748907,0.498901099,0,0.000161683
Oculomotor palsy,1.273751974,0.498764076,0,0.000195845
Supranuclear oculomotor palsy,1.273751974,0.498764076,0,0.000195845
actinic keratosis,1.273087419,0.498627128,0,0.000170481
third cranial nerve disease,1.269987374,0.498764076,0,0.000174379
acquired peripheral neuropathy,1.269951932,0.498695592,0,0.000155798
cranial nerve palsy,1.267771631,0.498764076,0,0.000161744
cirrhosis of liver,1.260047391,0.499106775,0,0.000167657
female infertility due to hypothalamic-pituitary-gonadal axis disorder,1.259555021,0.498627128,0,0.000170178
gastroesophageal disease,1.259035715,0.498901099,0,0.000161333
Rare female infertility due to a congenital hypogonadotropic hypogonadism,1.258493701,0.498627128,0,0.000164126
Rare female infertility due to hypothalamic-pituitary-gonadal axis disorder of genetic origin,1.256931821,0.498627128,0,0.00015522
rare gastroesophageal tumor,1.256673821,0.498901099,0,0.000147865
germ cell tumor,1.254966517,0.49931262,0,0.000167691
Abnormality of the liver,1.250848007,0.498832578,0,0.000158746
Rare insulin-resistance syndrome,1.249366452,0.498764076,0,0.000166663
esophageal adenocarcinoma,1.24860122,0.499038197,0.000275255,0.000152975
infectious disease of the nervous system,1.246018474,0.499106775,0,0.00018149
carcinoma of esophagus,1.244951321,0.498832578,0,0.000161472
esophageal cancer,1.242452963,0.498832578,0,0.000147227
neoplasm of esophagus,1.242335184,0.498832578,0,0.000146555
calcium metabolic disease,1.241201519,0.498901099,0,0.000152695
cecal disease,1.239860625,0.498695592,0,0.000142988
Early-onset non-syndromic cataract,1.234926718,0.498558682,0,0.000169461
myositis,1.230670995,0.498764076,0,0.000158355
Rare disorder with female infertility due to a congenital hypogonadotropic hypogonadism,1.22516946,0.498627128,0,0.000152005
stroke,1.224741308,0.498901099,0,0.00016024
chromosomal anomaly with epilepsy as a major feature,1.223660625,0.498627128,0,0.000148611
pulmonary arterial hypertension,1.222438481,0.498764076,0,0.000165961
Primary immunodeficiency due to a defect in innate immunity,1.220547504,0.498832578,0,0.000277733
pulmonary hypertension,1.219297317,0.498764076,0,0.000148049
opioid dependence,1.212546297,0.498558682,0,0.000164518
Genetic renal or urinary tract malformation,1.212409652,0.499106775,0,0.000171086
Muscular lipidosis,1.211256458,0.498832578,0,0.000276418
Alzheimer's disease,1.210747835,0.499038197,0,0.000158105
Atrophy,1.210082028,0.498558682,0,0.000150327
mesenchymal cell neoplasm,1.207036923,0.498832578,0,0.000151125
pulse pressure measurement,1.205799045,0.498832578,0,0.000145684
Autosomal dominant cerebellar ataxia,1.20497864,0.498627128,0,0.00018329
Late-onset ataxia with dementia,1.20497864,0.498627128,0,0.00018329
insomnia,1.204400719,0.498558682,0,0.000143911
sleep-wake disorder,1.203196269,0.498558682,0,0.000173857
Adolescent-onset epilepsy syndrome,1.200208944,0.498558682,0,0.000148406
Childhood-onset epilepsy syndrome,1.200208944,0.498558682,0,0.000148406
bulimia nervosa,1.200200719,0.498558682,0,0.000143427
sleep measurement,1.196901495,0.499381273,0,0.000163082
Total congenital cataract,1.193643155,0.498558682,0,0.000194878
ventricular tachycardia,1.192841631,0.498558682,0,0.000141801
embryonal neoplasm,1.19274385,0.499106775,0,0.000151567
Syndromic renal or urinary tract malformation,1.192686251,0.499038197,0,0.00018176
benign prostatic hyperplasia,1.191080511,0.498901099,0,0.000150877
Syndromic cataract,1.186198309,0.499038197,0,0.000192091
Rare genetic odontologic disease,1.186028944,0.498558682,0,0.000159342
central nervous system infection,1.181850062,0.498969639,0,0.000160615
biliary tract neoplasm,1.180594519,0.498695592,0,0.000156304
biliary tract cancer,1.179753885,0.498695592,0,0.000151511
tauopathy,1.179661247,0.498832578,0,0.000161884
bile duct neoplasm,1.179150596,0.498695592,0,0.000148071
bile duct cancer,1.177391991,0.498695592,0,0.000138043
bile duct carcinoma,1.176831368,0.498695592,0,0.000137528
peripheral vascular disease,1.176799428,0.498695592,0,0.000157198
Glycogen storage disease,1.171405021,0.498832578,0,0.000157802
hormone measurement,1.167758058,0.498695592,0,0.000177317
bone fracture,1.165195445,0.498764076,0,0.000158808
Autosomal anomaly,1.165020307,0.498901099,0,0.000192989
Cholecystitis,1.163552071,0.498695592,0,0.000151328
precancerous condition,1.159573796,0.498901099,0,0.000138258
Lysosomal disease,1.157104517,0.498901099,0,0.000161005
Autosomal dominant cerebellar ataxia type 1,1.155739822,0.498627128,0,0.000182701
encephalomyelitis,1.155044605,0.498832578,0,0.00016651
Genetic soft tissue tumor,1.154361417,0.498695592,0,0.000354121
behavioral abnormality,1.152748873,0.498969639,0,0.000148529
rare epidermal disease,1.152429873,0.499106775,0,0.000155486
Disorder of amino acid and other organic acid metabolism,1.149630561,0.498969639,0,0.000162266
hypertrophy,1.149009256,0.498764076,0,0.00014523
Fibroblastic Neoplasm,1.148384705,0.498764076,0,0.000146032
congenital limb malformation,1.143179987,0.499175371,0,0.000160819
embryonal tumor of neuroepithelial tissue,1.143052046,0.498901099,0,0.000152774
Genetic syndrome with limb malformations as a major feature,1.142348323,0.499175371,0,0.000156077
Genetic congenital limb malformation,1.142316762,0.499175371,0,0.000155897
rare pulmonary disease,1.141058346,0.499175371,0,0.000153179
Abnormality of the urinary system,1.138618344,0.498969639,0,0.000143791
Genetic epidermal disorder,1.137324846,0.499038197,0,0.00015204
"Rare genetic palpebral, lacrimal system and conjunctival disease",1.136528228,0.499038197,0,0.000363151
biliary liver cirrhosis,1.135696057,0.498901099,0,0.000156013
Miscellaneous movement disorder due to genetic neurodegenerative disease,1.133544932,0.498695592,0,0.000173336
Immune dysregulation disease with immunodeficiency,1.132757823,0.498695592,0,0.000366941
primary biliary cirrhosis,1.132220237,0.498901099,0,0.000150242
